class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,index,name
Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6553,Nicholas Rush
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6554,Fredrick Johnson
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,6555,Andrea Huhn
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6556,James Bailey
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6557,Mercedes Mckenna
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6558,Johnny Moore
Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Brown,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Several,Leaves,6559,Ramon Jones
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6560,Mitchell Williams
Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6561,Kenneth Roach
Poisonous,Flat,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6562,Jay Tucker
Poisonous,Flat,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood,6563,Lindsay Roccio
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6564,Michelle Lewis
Poisonous,Flat,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood,6565,Timothy Allen
Poisonous,Flat,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6566,Fred Odonnell
Poisonous,Flat,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6567,Kyle Pearson
Poisonous,Flat,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6568,Barbara Hernandez
Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6569,Roy Covello
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,6570,Nelda Olivares
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6571,Bradley Blakley
Poisonous,Convex,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6572,Vivian Evans
Poisonous,Flat,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6573,Cheryl Hatfield
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6574,Maureen Riley
Poisonous,Knobbed,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6575,Philip Lee
Poisonous,Convex,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6576,Raymond Rossi
Poisonous,Flat,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6577,Charles Scroggins
Poisonous,Flat,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6578,Mark Fabert
Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6579,Erin Guy
Poisonous,Knobbed,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,6580,Darcy Kennedy
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6581,Teresa Smith
Poisonous,Flat,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6582,Chad Orosco
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood,6583,Hazel Velasquez
Poisonous,Flat,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6584,Joseph Harvey
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6585,Debra Alford
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6586,Clayton Diclaudio
Poisonous,Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6587,Rebecca Martin
Poisonous,Flat,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6588,Gloria Hughley
Poisonous,Flat,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6589,Francesca Hams
Poisonous,Flat,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood,6590,Roger Westerman
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6591,Jose Austin
Poisonous,Flat,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6592,Roman Meyer
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood,6593,Ezequiel Shakir
Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6594,Mary Flores
Poisonous,Flat,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6595,Dorothy Randolph
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6596,Coleman Charity
Poisonous,Flat,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6597,David Kaeo
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6598,Lucille Coates
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6599,Christina Troendle
Edible,Convex,Smooth,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,6600,Alice Curtis
Poisonous,Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6601,Samantha Duff
Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6602,Anne Hinerman
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6603,William Pryor
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6604,Margie Bell
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6605,Robin Smith
Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6606,Teresa Stewart
Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6607,Albert Gammons
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood,6608,Robert Humphries
Poisonous,Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6609,Sandra Stewart
Poisonous,Convex,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6610,Mark Willis
Poisonous,Knobbed,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6611,Julie Maki
Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,6612,Ruth Hill
Poisonous,Convex,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6613,Tessa Morgan
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood,6614,Amanda Thomas
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6615,Timothy Emrich
Poisonous,Flat,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6616,Roland Brandon
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6617,Erica Duncan
Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6618,Della Wiles
Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6619,Cassandra Perez
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6620,Brenda Taylor
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood,6621,Libby Segura
Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6622,Nancy Curtis
Poisonous,Convex,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6623,James Corbin
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6624,Winnie Orlando
Poisonous,Flat,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6625,Rodolfo Lewis
Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,6626,Debra Arrington
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6627,Gladys Brown
Poisonous,Convex,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6628,Cyril Sproul
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6629,Jennifer Lipsky
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6630,Eugenia Decastro
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6631,Bruce Mendell
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6632,Juanita Rieth
Poisonous,Flat,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood,6633,Charles Swiger
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood,6634,Ron Hall
Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6635,Robert Wilkins
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6636,Gary Tucker
Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6637,Terry Sisco
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6638,Barbara Winer
Poisonous,Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6639,Sonia Alvares
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6640,Gloria Garcia
Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6641,Andrew Swift
Poisonous,Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6642,Patsy Schroeder
Poisonous,Flat,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood,6643,Barbara Wies
Poisonous,Flat,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6644,Marshall Rogers
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6645,Richard Wentzloff
Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6646,Tom Peavey
Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6647,Kent Oneal
Poisonous,Flat,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6648,Sierra Ditmars
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6649,Estella Pinson
Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6650,Kenneth Bucker
Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6651,Fiona Bassler
Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6652,Judy Bratchett
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6653,Desire Hauer
Poisonous,Convex,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6654,Timothy Auker
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6655,Emelia Bohringer
Poisonous,Knobbed,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood,6656,Stephen Gregory
Poisonous,Convex,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6657,Joseph Jinks
Poisonous,Convex,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6658,William Landes
Poisonous,Flat,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6659,Beth Demopoulos
Poisonous,Flat,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6660,Issac Barney
Edible,Bell,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,6661,Kevin Diaz
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6662,Dorothy Jastrebski
Poisonous,Knobbed,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6663,Colleen Elliott
Edible,Bell,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves,6664,Elton Stover
Poisonous,Flat,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6665,Sharon Hernandez
Poisonous,Flat,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6666,John Corning
Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6667,Sherrell Pressly
Poisonous,Convex,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6668,Darryl Austin
Poisonous,Knobbed,Scaly,Cinnamon,No Bruises,Musty,Attached,Close,Broad,White,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Wood,6669,Jake Gardner
Poisonous,Convex,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6670,Christopher Gibson
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,6671,Evelyn Rogers
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6672,Joel Edmons
Poisonous,Convex,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood,6673,Amy Brown
Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6674,Charles Dina
Poisonous,Flat,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6675,Amy Torres
Poisonous,Flat,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,6676,Jeffrey Perez
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood,6677,Matthew Malone
Poisonous,Flat,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6678,Johnnie Mccain
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,6679,Sammy Whalen
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood,6680,Frank Nesmith
Poisonous,Flat,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,6681,Brian Logan
Poisonous,Convex,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6682,Della Emory
Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,6683,Robert Bivins
Poisonous,Flat,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,6684,Rebecca Starks
Poisonous,Flat,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,6685,Lisa Shiro
Poisonous,Convex,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,6686,Joseph Briggs
Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood,6687,Ronald Trevino
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,6688,Janet Bailey
